,Series Name,Country Name,CountryCode,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
187,GDP (current US$),Sweden,SWE,261337451703.739,241018965834.39,265336496492.796,332269146581.255,382624474411.136,389752445437.636,420223767314.521,487972865005.622,515413663880.081,435114191643.367,495328620126.028,572744002632.359,550926978153.434,584637790103.989,580249344644.964,503650641896.128,515744370225.386
188,GDP (current US$),Switzerland,CHE,272055305542.397,278631192225.646,301416655973.309,352914531818.519,394164053075.995,408689367169.933,430921199553.358,479913362212.596,554363401347.983,541506295377.263,583783396408.582,699579502158.199,668043476123.359,688504215507.029,709182183359.844,679832391757.542,671308872735.114
189,GDP (current US$),Syrian Arab Republic,SYR,19325894913.1254,21099833783.503,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,..,..,..,..,..,..,..,..,..
190,GDP (current US$),Tajikistan,TJK,860521119.298753,1080768906.5003,1221120798.81336,1555301496.04756,2076182460.86517,2312327536.41789,2830220713.07301,3719506172.83951,5161337336.40365,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,7854602391.65355,6952678127.03396
191,GDP (current US$),Tanzania,TZA,13375976353.6994,13581644245.7352,14142035080.2849,15224257698.482,16675948414.7573,18399046025.2688,18649590248.2626,21843529024.9154,27941177434.5087,29081425282.2949,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0927,47378599025.3044,49774021003.0747
192,GDP (current US$),Thailand,THA,126392308497.749,120296746256.631,134300851255.002,152280653543.725,172895476152.592,189318499954.003,221758486880.313,262942650543.771,291383081231.82,281710095724.761,341105009515.333,370818747396.833,397558094269.877,420333333333.333,407339361695.577,401295970240.337,412352789519.611
193,GDP (current US$),Timor-Leste,TLS,439646100,517708500,510677000,543315600,1078373700,1813708100,2657842700,2881040200,4391368100,3199666700,3998961300,5672048700,6661664600,5637671700,4041637000,3092624800,2503532100
194,GDP (current US$),Togo,TGO,1488185772.47585,1481141849.98469,1698678686.38235,2111093197.99043,2255942249.33218,2280575830.08337,2349495620.59025,2659095101.10026,3310277926.58997,3365711796.38206,3426022205.75557,3867391618.08827,3873529926.22723,4320427495.74933,4568900619.92456,4179185205.16122,4483932937.18367
195,GDP (current US$),Tonga,TON,202363492.160332,181244788.473329,182737040.095422,202543202.004099,229358214.792003,262176133.72543,294137737.070038,300143056.873221,349484427.609428,318166562.784677,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401109307.359307
196,GDP (current US$),Trinidad and Tobago,TTO,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,25062893969.3292,22284780326.8856
197,GDP (current US$),Tunisia,TUN,21473188881.5933,22066101341.4888,23142294436.2383,27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43173480831.9739,41802653631.2849
198,GDP (current US$),Turkey,TUR,272979390333.738,200251925227.875,238428125942.395,311823003788.624,404786739602.812,501416301536.12,552486912921.989,675770112179.989,764335657637.62,644639901973.703,771901768870.083,832523680908.06,873982246611.954,950579413122.56,934185915386.096,859796872677.614,863721648068.806
199,GDP (current US$),Turkmenistan,TKM,2904662604.82053,3534803921.56863,4461978498.86577,5977560877.44013,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000
200,GDP (current US$),Turks and Caicos Islands,TCA,..,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,715722770,740776770,823968140,893501650,950357510
201,GDP (current US$),Tuvalu,TUV,13742057.0500928,13196544.946726,15450994.2410084,18231078.5394643,21534931.6075894,21839098.8927071,22902861.4457831,27030996.0274377,30290770.2575339,27101312.7912806,31824701.2779469,38713279.6189995,37671734.4913473,37507514.536976,37291841.426971,35492333.8641732,36547419.8730745
202,GDP (current US$),Uganda,UGA,6193246837.09687,5840503868.57245,6178563590.89254,6336696288.98214,7940362799.17997,9013834373.41246,9942597779.99265,12292813603.2327,14239026629.639,18168902153.8798,20186496527.1256,20176025256.9153,23114293416.3905,24599550623.7254,27291879819.3622,27102650386.6012,24133664284.5089
203,GDP (current US$),Ukraine,UKR,31261527363.144,37972301334.6736,42351593887.2827,50084197498.4529,64819702951.6826,86057915585.3026,107647920792.079,142579603960.396,179816790704.739,117113410001.027,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042
204,GDP (current US$),United Arab Emirates,ARE,104337372362.151,103311640571.818,109816201497.617,124346358066.712,147824370319.946,180617467954.23,222116541865.214,257916133424.098,315474615738.598,253547358747.447,289787338325.391,350666031313.819,374590605854.323,390107556160.654,403137100068.073,358135057862.492,357045064669.843
205,GDP (current US$),United Kingdom,GBR,1657816613708.58,1640246149417.01,1784473920863.31,2053018775510.2,2416931526913.22,2538680000000,2713749770009.2,3100882352941.18,2922667279411.76,2410909799034.12,2475244321361.11,2659310054646.23,2704887678386.72,2786022872706.81,3063803240208.01,2928591002002.51,2694283209613.29
206,GDP (current US$),United States,USA,10252345464000,10581821399000,10936419054000,11458243878000,12213729147000,13036640229000,13814611414000,14451858650000,14712844084000,14448933025000,14992052727000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000
207,GDP (current US$),Uruguay,URY,22823255801.8447,20898788416.6348,13606494599.4261,12045631092.5353,13686329890.1191,17362857684.8695,19579457964.7544,23410572633.2882,30366213118.4076,31660911278.5627,40284481653.4343,47962439302.6658,51264390114.2305,57531233351.2089,57236013057.6443,53274304222.1829,52687612262.177
208,GDP (current US$),Uzbekistan,UZB,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,46679875793.5724,56516280748.3777,63628854498.5024,68997168337.6782,76658542757.4707,81847410181.7953,81779012350.8833
209,GDP (current US$),Vanuatu,VUT,272014693.050806,257926881.72043,262603781.799059,314463144.04219,364996869.129618,394962552.336108,439376794.094041,526428309.945088,607958616.143415,610066628.693058,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954306.971033,759689950.930918,804332795.575017
210,GDP (current US$),"Venezuela, RB",VEN,117140723529.412,122903960204.505,92893587733.6549,83620628582.1082,112453382329.615,145510008134.75,183477522123.894,230364012575.687,315953388510.678,329787628928.472,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..
211,GDP (current US$),Vietnam,VNM,31172518403.3162,32685198735.3053,35064105500.8345,39552513316.0734,45427854693.2554,57633255618.2731,66371664817.0436,77414425532.2452,99130304099.1274,106014659770.222,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901
212,GDP (current US$),Virgin Islands (U.S.),VIR,..,..,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000
213,GDP (current US$),West Bank and Gaza,PSE,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000
214,GDP (current US$),"Yemen, Rep.",YEM,9652436179.64605,9861560094.74009,10694628091.6726,11777966673.3897,13872791658.5487,16746344766.2044,19061978586.1278,21650532264.2322,26910851361.7555,25130274124.2524,30906749533.221,32726417878.391,35401339869.3055,40415233436.1767,43228585321.3272,42628328212.1041,30968242967.7823
215,GDP (current US$),Zambia,ZMB,3600683039.73254,4094480988.11931,4193845678.17033,4901839731.26571,6221077674.77871,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265556273.582,23460098339.7453,25503370699.2015,28045460442.1876,27150630607.2032,21243350632.5008,20954754378.1394
216,GDP (current US$),Zimbabwe,ZWE,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100
217,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,
220,Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
221,Last Updated: 12/20/2019,,,,,,,,,,,,,,,,,,,
